Xで | Yが | つかぬ
分けXは | Yしないと -> 思うが | 云わない
分けXは | Yに -> 及ぼす -> ほどの -> 事でないから | 云わない
分けXは | Yを -> 及ぼす -> ほどの -> 事でないから | 云わない
分けXは | Yでないから | 云わない
分けXは | Yも -> 何とも | 云わない
分けXは | Yとも | 云わない
分けXの | YなYは -> さておいて -> 長くするのかと -> 思ったら | 訳である
分けXの | Yを -> 長くするのかと -> 思ったら | 訳である
分けXの | 長くするYかと -> 思ったら | 訳である
Xの | Yは | 食い込んでいるのだそうだ
Xの | Yの -> 顔を -> 侵蝕せるのみならず | 食い込んでいるのだそうだ
Xの | Yを -> 侵蝕せるのみならず | 食い込んでいるのだそうだ
Xの | Yせるのみならず | 食い込んでいるのだそうだ
Xの | Yの -> 昔しに | 食い込んでいるのだそうだ
Xの | Yしに | 食い込んでいるのだそうだ
Xの | Yまで | 食い込んでいるのだそうだ
Xの | YのYに -> すると | あらわれてくる
Xの | YYYや -> 三分刈に -> すると | あらわれてくる
Xの | YYYに -> すると | あらわれてくる
Xの | 短かいYの -> 根本から | あらわれてくる
Xの | Yから | あらわれてくる
Xの | YYと -> なく | あらわれてくる
Xの | Yが | あらわれてくる
Xに | Yを -> 放ったような -> もので -> 風流かも知れないが | 事である
Xに | 放ったYな -> もので -> 風流かも知れないが | 事である
Xに | Yで -> 風流かも知れないが | 事である
Xに | Yかも知れないが | 事である
Xに | Yの -> 御意に -> 入らんのは | 事である
Xに | Yに -> 入らんのは | 事である
Xに | 入らんYは | 事である
Xさえ | Yしないで -> すむ -> ところを | 訳だ
Xさえ | Yを | 訳だ
Xさえ | Yの -> 非を -> 当らぬ | 訳だ
Xさえ | Yを -> 当らぬ | 訳だ
Xさえ | YYも -> 当らぬ | 訳だ
Xなら | Yまで -> 生やして | あるまい
Xなら | Yを -> 生やして | あるまい
Xなら | Yの -> あばたも -> ところだから | あるまい
Xなら | Yも -> ところだから | あるまい
Xなら | Yに -> したいくらいな -> ところだから | あるまい
Xなら | Yだから | あるまい
Xなら | Yで -> 生える -> 毛を -> 刈り込ませて -> やられましたよと -> 吹聴する -> 必要は | あるまい
Xなら | Yを -> 刈り込ませて -> やられましたよと -> 吹聴する -> 必要は | あるまい
Xなら | Yを -> 出して -> 刈り込ませて -> やられましたよと -> 吹聴する -> 必要は | あるまい
Xなら | Yは -> やられましたよと -> 吹聴する -> 必要は | あるまい
Xなら | Yの -> 上まで -> やられましたよと -> 吹聴する -> 必要は | あるまい
Xなら | Yまで -> やられましたよと -> 吹聴する -> 必要は | あるまい
Xなら | Yに -> やられましたよと -> 吹聴する -> 必要は | あるまい
Xなら | Yする -> 必要は | あるまい
Xなら | Yは | あるまい
X | Yが -> 理由で | 事実である
X | Yの -> 髪を -> 長くする -> 理由で | 事実である
X | Yを -> 長くする -> 理由で | 事実である
X | Yで | 事実である
X | Yを -> 長くするのが -> 原因で | 事実である
X | 長くするYが -> 原因で | 事実である
X | Yの -> 髪を -> わける -> 原因で | 事実である
X | Yを -> わける -> 原因で | 事実である
X | Yで | 事実である
X | Yが -> 訳で | 事実である
X | Yを -> 見る -> 訳で | 事実である
X | Yで | 事実である
X | Yが -> 所以で -> 云う | 事実である
X | YYに -> ある -> 所以で -> 云う | 事実である
X | Yで -> 云う | 事実である
X | Yして -> ないと -> 云う | 事実である
X | Yが -> ないと -> 云う | 事実である
X | Yしか -> ないと -> 云う | 事実である
XXに | Yが -> ない -> 鏡が -> 来ている -> 以上は | 相違ない
XXに | Yしか -> ない -> 鏡が -> 来ている -> 以上は | 相違ない
XXに | Yが -> 来ている -> 以上は | 相違ない
XXに | Yに -> 来ている -> 以上は | 相違ない
XXに | Yは | 相違ない
XXに | Yが -> 罹ったのかまたは -> 持って来たに | 相違ない
XXに | YYYに -> 罹ったのかまたは -> 持って来たに | 相違ない
XXに | 罹ったYかまたは -> 持って来たに | 相違ない
XXに | Yが -> 持って来たに | 相違ない
XXに | YYから -> 持って来たに | 相違ない
Xの | Yに | 持って来たのだろう
Xの | YYYに -> 必要な | 道具かも知れない
Xの | Yな | 道具かも知れない
Xし | Yが -> いう -> 智識を -> 訪うたら | おられた
Xし | Yを -> 訪うたら | おられた
Xし | Y両Yを -> 抜いで -> 磨して | おられた
Xし | Yを -> 磨して | おられた
Xし | Yして | おられた
Xを | Yを -> したら -> 造ろうと -> 思うて -> やっておる -> ところじゃと | 答えた
Xを | Yさ今Yを -> 造ろうと -> 思うて -> やっておる -> ところじゃと | 答えた
Xを | Yに -> やっておる -> ところじゃと | 答えた
Xを | Yじゃと | 答えた
Xは | YYいて -> 出来まいと -> 云うたら -> やめよ -> わからぬのも -> ものじゃろと -> 罵ったと -> 云うから | 振り廻しているのかも知れない
Xは | Yでも -> 磨して -> する -> 事は -> 出来まいと -> 云うたら -> やめよ -> わからぬのも -> ものじゃろと -> 罵ったと -> 云うから | 振り廻しているのかも知れない
Xは | Yを -> 磨して -> する -> 事は -> 出来まいと -> 云うたら -> やめよ -> わからぬのも -> ものじゃろと -> 罵ったと -> 云うから | 振り廻しているのかも知れない
Xは | Yして -> する -> 事は -> 出来まいと -> 云うたら -> やめよ -> わからぬのも -> ものじゃろと -> 罵ったと -> 云うから | 振り廻しているのかも知れない
Xは | Yと -> する -> 事は -> 出来まいと -> 云うたら -> やめよ -> わからぬのも -> ものじゃろと -> 罵ったと -> 云うから | 振り廻しているのかも知れない
Xは | Yは -> 出来まいと -> 云うたら -> やめよ -> わからぬのも -> ものじゃろと -> 罵ったと -> 云うから | 振り廻しているのかも知れない
Xは | Yからからと -> 笑いながら -> そうか -> やめよ -> わからぬのも -> ものじゃろと -> 罵ったと -> 云うから | 振り廻しているのかも知れない
Xは | Yじゃ -> やめよ -> わからぬのも -> ものじゃろと -> 罵ったと -> 云うから | 振り廻しているのかも知れない
Xは | Yを -> 読んでも -> わからぬのも -> ものじゃろと -> 罵ったと -> 云うから | 振り廻しているのかも知れない
Xは | Yは -> わからぬのも -> ものじゃろと -> 罵ったと -> 云うから | 振り廻しているのかも知れない
Xは | わからぬYも -> ものじゃろと -> 罵ったと -> 云うから | 振り廻しているのかも知れない
Xは | Yじゃろと -> 罵ったと -> 云うから | 振り廻しているのかも知れない
Xは | Yも -> 聞き -> 持って来て | 振り廻しているのかも知れない
Xは | Yを -> 聞き -> 持って来て | 振り廻しているのかも知れない
Xは | Yって -> 持って来て | 振り廻しているのかも知れない
Xは | YYから -> 持って来て | 振り廻しているのかも知れない
Xは | Yでも -> 持って来て | 振り廻しているのかも知れない
Xは | Yに | 振り廻しているのかも知れない
Xとも | Yは | 見つめている
Xとも | Yなる -> 容子を -> もって | 見つめている
Xとも | Yを -> もって | 見つめている
Xとも | YYYの -> 鏡を | 見つめている
Xとも | Yを | 見つめている
XXという | Yは | ものである
XXという | Yの -> 悪い | ものである
XXを | Yの -> なかで -> 覗き込むには | いるそうだ
XXを | Yで -> 覗き込むには | いるそうだ
XXを | YYYを -> 覗き込むには | いるそうだ
XXを | Y込むには | いるそうだ
XXを | Yが | いるそうだ
Xなどは | Yの -> 令嬢から -> 押し付けられた -> 時に -> 回った | くらいである
Xなどは | Yから -> 押し付けられた -> 時に -> 回った | くらいである
Xなどは | Yを -> 押し付けられた -> 時に -> 回った | くらいである
Xなどは | Yの -> 前へ -> 押し付けられた -> 時に -> 回った | くらいである
Xなどは | Yへ -> 押し付けられた -> 時に -> 回った | くらいである
Xなどは | Yに -> 回った | くらいである
Xなどは | Yして -> 回った | くらいである
Xなどは | Yの -> まわりを -> 回った | くらいである
Xなどは | Yを -> 回った | くらいである
Xなどは | YY -> 馳け -> 回った | くらいである
Xなどは | Yけ -> 回った | くらいである
Xといえども | YのYに -> かく -> 見つめている -> 以上は | 相違ない
Xといえども | Yに -> 見つめている -> 以上は | 相違ない
Xといえども | Yは | 相違ない
Xといえども | Yで -> 怖くなるに | 相違ない
Xといえども | Yの -> 顔が -> 怖くなるに | 相違ない
Xといえども | Yが -> 怖くなるに | 相違ない
Xは | Yだと | 云った
Xは | Yを | 云った
Xの | YするYは | ものだ
Xから | YYの -> 所作だが -> 言う -> ことは | 真理である
Xから | Yだが -> 言う -> ことは | 真理である
Xから | Yは | 真理である
Xが | YY -> 進むと | 怖くなる
Xが | Yれの -> 事が | 怖くなる
Xが | Yな -> 事が | 怖くなる
Xが | Yが | 怖くなる
Xは | YYが -> しい -> 云う -> 事実を -> 感じた -> 者でないと | ない
Xは | Y -> しい -> 云う -> 事実を -> 感じた -> 者でないと | ない
Xは | Yであると -> 云う -> 事実を -> 感じた -> 者でないと | ない
Xは | Yを -> 感じた -> 者でないと | ない
Xは | YYYYに -> 感じた -> 者でないと | ない
Xは | Yでないと | ない
Xは | Yとは | ない
Xでないと | Yは | 出来ない
Xも | Yまで -> 来たら -> ものであるが | 云わない
Xも | Yに -> 云いそうな -> ものであるが | 云わない
Xも | 云いYな -> ものであるが | 云わない
Xも | Yであるが | 云わない
Xだと | Yで -> 考え出したか | 膨らました
Xだと | Yを -> 考え出したか | 膨らました
Xだと | YYっ -> ぺたを | 膨らました
Xだと | Yを | 膨らました
Xっ | Yを -> 叩いて | 見る
Xっ | Yで -> 叩いて | 見る
Xっ | YYY -> 叩いて | 見る
X | Yは | した
X | Yに -> 似た -> ものが -> あるらしいと -> 云う -> 感じが | した
X | Yが -> あるらしいと -> 云う -> 感じが | した
X | Yが | した
Xは | 御Yの | 顔である
御Xの | Yを -> 紹介するが | ものである
御Xの | Yするが | ものである
御Xの | Yは | ものである
御Xの | Yは | ものである
X | Yが -> 持って来てくれたが | ふくれている
X | Yから -> 持って来てくれたが | ふくれている
X | Yの -> 提灯を -> 持って来てくれたが | ふくれている
X | Yを -> 持って来てくれたが | ふくれている
X | Yに -> 持って来てくれたが | ふくれている
X | YYのYに | ふくれている
ふくれXが | Yなので | 両方共紛失している
ふくれXが | Yは | 両方共紛失している
Xの | ふくれるYは -> ふくれるのだが | ものだ
Xの | YY -> なく -> ふくれるのだが | ものだ
Xの | Yに -> ふくれるのだが | ものだ
Xの | ふくれるYだが | ものだ
Xの | おYと -> くると -> 多角性であって -> ふくれ上がるのだから | ものだ
Xの | Yの -> 骨格が -> 多角性であって -> ふくれ上がるのだから | ものだ
Xの | Yが -> 多角性であって -> ふくれ上がるのだから | ものだ
Xの | YYであって -> ふくれ上がるのだから | ものだ
Xの | YYに -> ふくれ上がるのだから | ものだ
Xの | ふくれ上がるYだから | ものだ
Xの | Yに -> なやんでいる -> 六角時計のような | ものだ
Xの | YYYのYな | ものだ
御Xが | 御Yは -> してまた -> 帰るが | いった
御Xが | Yの -> 方に -> 帰るが | いった
御Xが | Yに -> 帰るが | いった
御Xが | Yのごとくあらん -> 限りの -> 空気を -> もって | いった
御Xが | Yの -> 空気を -> もって | いった
御Xが | Yを -> もって | いった
御Xが | Yっ -> ぺたをふくらませたる彼は | いった
御Xが | YYは | いった
御Xが | Y -> 申す -> 通り | いった
御Xが | Y | いった
御Xが | Yで -> 叩きながら | いった
御Xが | YYを -> 叩きながら | いった
御Xが | Yが -> 緊張すると -> つかんとまた | いった
御Xが | Yすると -> つかんとまた | いった
御Xが | Yも -> つかんとまた | いった
御Xが | Yに -> つかんとまた | いった
御Xが | YYを | いった
Xは | Yを -> 向けて -> 受けた -> 所を -> うつして | 見る
Xは | Yに -> 向けて -> 受けた -> 所を -> うつして | 見る
Xは | Yに -> 受けた -> 所を -> うつして | 見る
Xは | Yを -> 受けた -> 所を -> うつして | 見る
Xは | Yを -> うつして | 見る
Xは | Yに -> うつして | 見る
Xに | Yの -> 向いてる -> 方が | 見える
Xに | Yが | 見える
XXな | Yだなあと | 様子であった
XXな | YYした | 様子であった
Xの | Yを -> 伸して | 熟視している
Xの | Yを -> 持って -> 行って | 熟視している
Xの | Yに -> 持って -> 行って | 熟視している
Xの | Yに | 熟視している
XXばかりじゃない | Yでも -> ものだと -> 悟ったような -> ことを | 云う
XXばかりじゃない | Yだと -> 悟ったような -> ことを | 云う
XXばかりじゃない | 悟ったYな -> ことを | 云う
XXばかりじゃない | Yを | 云う
Xを | Yに | した
Xを | Yに | した
Xの | Yを -> して | あつめた
Xの | Yに -> して | あつめた
Xの | Yや -> 額や -> 眉を -> 向って | あつめた
Xの | Yや -> 眉を -> 向って | あつめた
Xの | Yを -> 向って | あつめた
Xの | Yに -> 向って | あつめた
Xな | Yが -> 出来上ったと -> 思ったら -> 気がついたと -> 見えて | やめてしまった
Xな | Yは -> 駄目だと -> 気がついたと -> 見えて | やめてしまった
Xな | Yだと -> 気がついたと -> 見えて | やめてしまった
Xな | Yも -> 気がついたと -> 見えて | やめてしまった
Xだろうと | Yの -> 体で -> 去る -> 所へ | 引き寄せる
Xだろうと | Yで -> 去る -> 所へ | 引き寄せる
Xだろうと | Yを -> 去る -> 所へ | 引き寄せる
Xだろうと | Yを -> 去る -> 所へ | 引き寄せる
Xだろうと | YYばかりの -> 所へ | 引き寄せる
Xだろうと | Yへ | 引き寄せる
Xの | Yで -> 撫でて -> あった -> 吸取り紙の -> 上へ | 押しつける
Xの | Yを -> 撫でて -> あった -> 吸取り紙の -> 上へ | 押しつける
Xの | Yの -> 頭を -> あった -> 吸取り紙の -> 上へ | 押しつける
Xの | Yを -> あった -> 吸取り紙の -> 上へ | 押しつける
Xの | Yの -> 上に -> あった -> 吸取り紙の -> 上へ | 押しつける
Xの | Yに -> あった -> 吸取り紙の -> 上へ | 押しつける
Xの | 吸取りYの -> 上へ | 押しつける
Xの | Yへ | 押しつける
Xの | Yが -> 丸る -> 紙の -> 上へ | 浮き出した
Xの | Yの -> 上へ | 浮き出した
Xの | Yへ | 浮き出した
Xな | Yを -> やる | ものだ
Xは | Yの -> 膏を -> 塗抹した -> 指頭を -> 転じて -> 裏返して -> 云う -> べっかんこうを | やって退けた
Xは | Yを -> 塗抹した -> 指頭を -> 転じて -> 裏返して -> 云う -> べっかんこうを | やって退けた
Xは | Yした -> 指頭を -> 転じて -> 裏返して -> 云う -> べっかんこうを | やって退けた
Xは | Yを -> 転じて -> 裏返して -> 云う -> べっかんこうを | やって退けた
Xは | YYの -> 下瞼を -> 裏返して -> 云う -> べっかんこうを | やって退けた
Xは | 下Yを -> 裏返して -> 云う -> べっかんこうを | やって退けた
Xは | Yに -> 云う -> べっかんこうを | やって退けた
Xは | Yを | やって退けた
Xは | Yに | やって退けた
Xを | YしているYか -> しているのか | 不明である
Xを | Yと -> 睨め -> しているのか | 不明である
Xを | Yを -> しているのか | 不明である
Xを | しているYか | 不明である
Xを | Yは | 不明である
Xの | Yの -> 事だから | 見える
Xの | Yだから | 見える
Xの | Yに -> いろいろになると | 見える
Xの | Yになると | 見える
Xを | YYYに -> 解釈してやれば | 演じているのかも知れない
Xを | Yしてやれば | 演じているのかも知れない
Xを | Yは | 演じているのかも知れない
Xを | YYの -> 方便としてかように | 演じているのかも知れない
Xを | YとしてかYに | 演じているのかも知れない
Xを | Yを -> 相手に | 演じているのかも知れない
Xを | Yに | 演じているのかも知れない
Xを | Yな -> 仕草を | 演じているのかも知れない
Xを | Yを | 演じているのかも知れない
X | Yの -> 研究と -> 云う -> ものは | 研究するのである
X | Yと -> 云う -> ものは | 研究するのである
X | Yは | 研究するのである
X | Yを | 研究するのである
Xと | Yと -> 云い -> 云い -> 云うも | 過ぎぬ
Xと | Yと -> 云い -> 云うも | 過ぎぬ
Xと | Yと -> 云うも | 過ぎぬ
Xと | 皆Yの -> 異名に | 過ぎぬ
Xと | Yに | 過ぎぬ
Xを | Yに -> 研究すべき -> 事項は | 訳だ
Xを | Yすべき -> 事項は | 訳だ
Xを | Yは | 訳だ
Xを | YYにも -> 見出し得ぬ | 訳だ
Xが | YYに -> 飛び出す -> 事が -> 出来たら | なくなってしまう
Xが | Yが -> 出来たら | なくなってしまう
Xが | Yに | なくなってしまう
Xが | Yは | なくなってしまう
Xの | Yは | ない
Xの | YYに -> してくれる -> 者は | ない
Xの | Yも -> してくれる -> 者は | ない
Xの | Yは | ない
Xだから | Yの -> 豪傑は | なった
Xだから | Yは | なった
Xだから | YYで | なった
Xだから | Yに | なった
Xの | Yで -> 分るくらいなら | 出来る訳だ
Xの | Yが -> 分るくらいなら | 出来る訳だ
Xの | Yの -> 代理に -> 喰わして | 出来る訳だ
Xの | Yに -> 喰わして | 出来る訳だ
Xの | Yを -> 喰わして | 出来る訳だ
Xの | Yの | 出来る訳だ
Xに | Yを -> 聴き -> 聴き -> するのは | 過ぎぬ
Xに | Yに -> 聴き -> するのは | 過ぎぬ
Xに | Yを -> 聴き -> するのは | 過ぎぬ
Xに | YYに -> するのは | 過ぎぬ
Xに | Yを -> するのは | 過ぎぬ
Xに | Yに -> するのは | 過ぎぬ
Xに | するYは | 過ぎぬ
Xに | Y -> 挑撥するの -> 方便の -> 具に | 過ぎぬ
Xに | Yを -> 挑撥するの -> 方便の -> 具に | 過ぎぬ
Xに | Yするの -> 方便の -> 具に | 過ぎぬ
Xに | Yの -> 具に | 過ぎぬ
Xに | Yに | 過ぎぬ
Xの | Yの -> うち | ない
Xの | Y | ない
Xの | Yの -> 弁ずる -> 道の -> うち | ない
Xの | Yの -> うち | ない
Xの | Y | ない
Xの | YYに -> あまる -> 蠧紙 -> 堆 -> 裏に -> 存在する -> 所以が | ない
Xの | Y -> 堆 -> 裏に -> 存在する -> 所以が | ない
Xの | Yに -> 存在する -> 所以が | ない
Xの | Yが -> 存在する -> 所以が | ない
Xの | Yする -> 所以が | ない
Xの | Yが | ない
Xにおいて | Yは | 優るかも知れない
Xにおいて | 無Yより | 優るかも知れない
Xを | Yに -> 逢着する -> 時が -> ないとも | 限らぬ
Xを | Yする -> 時が -> ないとも | 限らぬ
Xを | Yが -> ないとも | 限らぬ
Xの | Yは | ものだ
Xの | Yを -> 離れぬ | ものだ
Xで | Yが -> ひねくっているなら -> 話せる | 男だ
Xで | Yを -> ひねくっているなら -> 話せる | 男だ
Xなどを | YYに -> して -> ましだと | 思う
Xなどを | Yぶるよりも -> ましだと | 思う
Xなどを | Yに -> ましだと | 思う
Xなどを | Yだと | 思う
Xは | YYの -> 醸造器であるごとく | 消毒器である
Xは | YYであるごとく | 消毒器である
Xは | Yの | 消毒器である
XXの | Yを -> もって | ない
XXの | Yに対する -> 時は | ない
XXの | Yは | ない
XXの | Yほど | ない
XXの | Yを -> 煽動する -> 道具は | ない
XXの | Yする -> 道具は | ない
XXの | Yは | ない
Xから | Yを -> もって -> 害し | 所作である
Xから | Yを -> 害し | 所作である
Xから | Yを | 所作である
Xから | YYの -> 三分の二は | 所作である
Xから | YYYは | 所作である
Xから | Yの | 所作である
XXXの | YY -> 好きな -> 御医者さんが -> 発明して -> 飛んだ -> 罪を -> つくったように | 事だろう
XXXの | Yな -> 御医者さんが -> 発明して -> 飛んだ -> 罪を -> つくったように | 事だろう
XXXの | 御YYが -> 発明して -> 飛んだ -> 罪を -> つくったように | 事だろう
XXXの | YYYYを -> 発明して -> 飛んだ -> 罪を -> つくったように | 事だろう
XXXの | Yして -> 飛んだ -> 罪を -> つくったように | 事だろう
XXXの | Yを -> つくったように | 事だろう
XXXの | つくったYに | 事だろう
XXXの | Yを -> こしらえた -> 人も -> 寝 | 事だろう
XXXの | Yも -> 寝 | 事だろう
XXXの | Yの | 事だろう
Xに | Yの -> 尽きかけた -> 時 | ない
Xに | Y | ない
Xに | Yの -> 萎縮した -> 折は | ない
Xに | Yした -> 折は | ない
Xに | Yは | ない
Xに | Yを -> 見る -> ほど -> なる -> 事は | ない
Xに | Yに -> なる -> 事は | ない
Xに | Yは | ない
Xで | Yで -> 暮らされた -> ものだと -> 気がつくに | きまっている
Xで | Yと -> 反り -> 暮らされた -> ものだと -> 気がつくに | きまっている
Xで | Y -> 暮らされた -> ものだと -> 気がつくに | きまっている
Xで | Yまで -> 暮らされた -> ものだと -> 気がつくに | きまっている
Xで | Yだと -> 気がつくに | きまっている
Xへ | Yが | 期節である
Xへ | Yの -> 生涯中 -> ありがたい | 期節である
Xへ | YY -> ありがたい | 期節である
Xで | Yの -> 馬鹿を -> 承知している -> ほど -> 尊 -> 見える -> 事は | ない
Xで | Yを -> 承知している -> ほど -> 尊 -> 見える -> 事は | ない
Xで | Yしている -> ほど -> 尊 -> 見える -> 事は | ない
Xで | Yは | ない
XXXの | Yには | 恐れ入らねばならぬ
XXXの | えらがりYが -> 下げて | 恐れ入らねばならぬ
XXXの | Yを -> 下げて | 恐れ入らねばならぬ
Xは | Yとして -> 軽侮嘲笑しているつもりでも | なる
Xは | Yを -> 軽侮嘲笑しているつもりでも | なる
Xは | YYしているYでも | なる
Xは | Yから -> 見ると -> 恐れ入って -> 下げている -> 事に | なる
Xは | Yたる -> ところが -> 恐れ入って -> 下げている -> 事に | なる
Xは | Yが -> 恐れ入って -> 下げている -> 事に | なる
Xは | Yを -> 下げている -> 事に | なる
Xは | Yに | なる
Xは | Yを -> 見て -> 悟る -> ほどの | 賢者ではあるまい
Xは | Yれの -> 愚を -> 悟る -> ほどの | 賢者ではあるまい
Xは | Yを -> 悟る -> ほどの | 賢者ではあるまい
Xに | Yの -> 銘くらいは | 男である
Xに | Yくらいは | 男である
Xに | Yに -> 読み得る | 男である
Xの | 醜いYを -> 自認するのは | なろう
Xの | YするYは | なろう
Xの | Yの -> 賤しきを -> 会得する -> 楷梯にも | なろう
Xの | YYを -> 会得する -> 楷梯にも | なろう
Xの | Yする -> 楷梯にも | なろう
Xの | Yにも | なろう
Xも | YYから -> やり込められた | 結果かも知れぬ
Xを | Yとも -> 知らぬ -> 主人は | 大分充血しているようだ
Xを | Yは | 大分充血しているようだ
Xを | Yを -> した -> あとで | 大分充血しているようだ
Xを | Yで | 大分充血しているようだ
XXだと | Yの -> 横つらで -> 充血した -> 瞼を | こすり始めた
XXだと | Yつらで -> 充血した -> 瞼を | こすり始めた
XXだと | Yした -> 瞼を | こすり始めた
XXだと | Yを | こすり始めた
痒いXだろうけれども | Yさえ -> 赤くなっている -> ものを -> 擦っては | たまるまい
痒いXだろうけれども | Yを -> 擦っては | たまるまい
Xに | YYの -> 眼玉のごとく -> 腐爛するに | きまってる
Xに | YYのごとく -> 腐爛するに | きまってる
Xに | Yするに | きまってる
Xを | Yに -> 向った -> ところを -> 見ると | 曇っていた
Xを | Yを -> 見ると | 曇っていた
Xを | 果せるかなどYよりとして | 曇っていた
Xを | Yの -> 冬空のように | 曇っていた
Xを | YのYに | 曇っていた
Xな | Yを -> 用いると | 漠然としている
Xな | Yとして -> 剖判しない -> くらい | 漠然としている
Xな | YYと -> 白眼が -> 剖判しない -> くらい | 漠然としている
Xな | Yが -> 剖判しない -> くらい | 漠然としている
Xな | Yしない -> くらい | 漠然としている
Xの | Yが -> 一貫しているごとく | 漂うている
Xの | Yとして -> 一貫しているごとく | 漂うている
Xの | YYに -> 一貫しているごとく | 漂うている
Xの | Yしているごとく | 漂うている
Xの | Yの -> 眼も | 漂うている
Xの | Yも | 漂うている
Xの | Y然 -> 昧然として | 漂うている
Xの | Y然として | 漂うている
Xの | Yの -> 奥に | 漂うている
Xの | Yに | 漂うている
Xは | Yの -> ためだとも -> 云うしあるいは -> 余波だとも -> 解釈されて -> あるそうだが | ぼんやりしている
Xは | Yだとも -> 云うしあるいは -> 余波だとも -> 解釈されて -> あるそうだが | ぼんやりしている
Xは | Yの -> 余波だとも -> 解釈されて -> あるそうだが | ぼんやりしている
Xは | Yだとも -> 解釈されて -> あるそうだが | ぼんやりしている
Xは | Yされて -> あるそうだが | ぼんやりしている
Xは | Yは -> あるそうだが | ぼんやりしている
Xは | Yの -> 虫や -> 事も -> あるそうだが | ぼんやりしている
Xは | Yや -> 事も -> あるそうだが | ぼんやりしている
Xは | Yの -> 厄介になった -> 事も -> あるそうだが | ぼんやりしている
Xは | Yになった -> 事も -> あるそうだが | ぼんやりしている
Xは | Yも -> あるそうだが | ぼんやりしている
Xは | あるYだが | ぼんやりしている
Xは | Yの -> 丹精も | ぼんやりしている
Xは | Yも | ぼんやりしている
Xは | Yあらばこそ | ぼんやりしている
Xは | Yまで -> 生れた -> ままで | ぼんやりしている
Xは | Yの -> ままで | ぼんやりしている
Xは | Yで | ぼんやりしている
XXに | Yは | ためではない
XXに | Yや -> 疱瘡の | ためではない
XXに | Yの | ためではない
Xの | YYが -> かように -> 彷徨しているのは | 掛けたんだろう
Xの | YYの -> 悲境に -> 彷徨しているのは | 掛けたんだろう
Xの | Yに -> 彷徨しているのは | 掛けたんだろう
Xの | YしているYは | 掛けたんだろう
Xの | Yも -> 直さず -> 構成されていて -> 達しているから -> あらわれて | 掛けたんだろう
Xの | Yの -> 頭脳が -> 構成されていて -> 達しているから -> あらわれて | 掛けたんだろう
Xの | Yが -> 構成されていて -> 達しているから -> あらわれて | 掛けたんだろう
Xの | 不YYの -> 実質から -> 構成されていて -> 達しているから -> あらわれて | 掛けたんだろう
Xの | Yから -> 構成されていて -> 達しているから -> あらわれて | 掛けたんだろう
Xの | Yされていて -> 達しているから -> あらわれて | 掛けたんだろう
Xの | Yが -> 達しているから -> あらわれて | 掛けたんだろう
Xの | YYの -> 極に -> 達しているから -> あらわれて | 掛けたんだろう
Xの | Yに -> 達しているから -> あらわれて | 掛けたんだろう
Xの | Yと -> あらわれて | 掛けたんだろう
Xの | Yが -> あらわれて | 掛けたんだろう
Xの | Yの -> 上に -> あらわれて | 掛けたんだろう
Xの | Yに -> あらわれて | 掛けたんだろう
Xの | Yに -> いらぬ -> 心配を | 掛けたんだろう
Xの | Yを | 掛けたんだろう
X | Yあるを -> 知り | 証す
X | Y -> 濁って | 証す
X | Yなるを | 証す
Xの | Yは | 違ない
Xの | Yの -> 心の -> 象徴で | 違ない
Xの | Yの -> 象徴で | 違ない
Xの | Yで | 違ない
Xの | Yの -> 心は -> あいているから | 違ない
Xの | Yは -> あいているから | 違ない
Xの | Yのごとく -> あいているから | 違ない
Xの | Yが -> あいているから | 違ない
Xの | Yの -> 眼もまた | 違ない
Xの | Yもまた | 違ない
Xの | Yと -> 同じく | 違ない
Xの | Yに -> 通用しないに | 違ない
Xの | Yしないに | 違ない
Xは | Yを | ねじり始めた
Xから | Yの -> よくない -> 髯で | 生えている
Xから | Yで | 生えている
Xから | Y | 生えている
Xから | Yを -> とって | 生えている
XXが | Yだって -> 迷惑はさこそと -> 思いやられる | 尽力している
XXが | Yに -> 尽くされては -> 迷惑はさこそと -> 思いやられる | 尽力している
XXが | Yを -> 尽くされては -> 迷惑はさこそと -> 思いやられる | 尽力している
XXが | Yの -> 迷惑はさこそと -> 思いやられる | 尽力している
XXが | YYこそと -> 思いやられる | 尽力している
XXが | Yも -> 鑑みる -> ところ -> あって -> 与えて -> 出来る -> 限り | 尽力している
XXが | Yに -> 鑑みる -> ところ -> あって -> 与えて -> 出来る -> 限り | 尽力している
XXが | Y -> あって -> 与えて -> 出来る -> 限り | 尽力している
XXが | Yは -> 与えて -> 出来る -> 限り | 尽力している
XXが | Yに -> 与えて -> 出来る -> 限り | 尽力している
XXが | Yを -> 与えて -> 出来る -> 限り | 尽力している
XXが | Y | 尽力している
XXが | YYに -> 按排するように | 尽力している
XXが | YするYに | 尽力している
Xの | YYは | ととのうようになって来た
Xの | Yしからずして | ととのうようになって来た
Xの | Y | ととのうようになって来た
Xの | Yが | ととのうようになって来た
Xまでは | Yが -> 生えて -> おったのであるが | なった
Xまでは | おったYであるが | なった
Xまでは | Yは -> 生やしているのだと -> 自慢する -> くらいに | なった
Xまでは | Yを -> 生やしているのだと -> 自慢する -> くらいに | なった
Xまでは | 生やしているYだと -> 自慢する -> くらいに | なった
Xまでは | Yする -> くらいに | なった
Xは | YYの -> 度に -> 応じて -> 鼓舞せられる -> ものであるから | 加える
Xは | Yに -> 応じて -> 鼓舞せられる -> ものであるから | 加える
